Date,Open,High,Low,Close,Adj Close,Volume
2004-09-01,29.385000,29.930000,29.010000,29.815001,18.113962,130554600
2004-10-01,29.834999,30.355000,28.775000,29.860001,18.141302,151169600
2004-11-01,29.965000,31.415001,29.745001,30.885000,18.764042,140275400
2004-12-01,31.075001,32.020000,30.889999,31.075001,19.187492,139788800
2005-01-01,31.115000,31.375000,29.900000,30.650000,18.925072,159596600
2005-02-01,30.775000,31.090000,29.389999,29.690001,18.332315,150427800
2005-03-01,29.825001,30.559999,29.075001,29.900000,18.753300,175341200
2005-04-01,30.075001,30.450001,28.885000,29.969999,18.797203,175679600
2005-05-01,30.040001,30.900000,29.500000,30.205000,18.944586,140503200
2005-06-01,30.275000,31.110001,30.000000,30.790001,19.623981,143138000
2005-07-01,30.900000,31.434999,30.125000,30.670000,19.547497,150539200
2005-08-01,30.725000,30.955000,29.100000,29.809999,18.999374,162902400
2005-09-01,29.809999,30.125000,29.000000,29.285000,18.984667,216083000
2005-10-01,29.250000,30.330000,28.809999,30.100000,19.513010,201981600
2005-11-01,30.010000,32.349998,29.635000,31.424999,20.371965,201465800
2005-12-01,31.700001,32.240002,30.975000,31.415001,20.725376,143144200
2006-01-01,31.600000,31.975000,30.660000,31.180000,20.570353,184370400
2006-02-01,30.950001,32.470001,30.309999,32.099998,21.177294,146283200
2006-03-01,32.224998,32.755001,31.705000,31.934999,21.425777,167321200
2006-04-01,31.990000,34.555000,31.900000,34.345001,23.042685,146910400
2006-05-01,34.424999,34.619999,32.834999,33.185001,22.264418,199376800
2006-06-01,33.250000,34.855000,32.570000,33.540001,22.852667,231396200
2006-07-01,33.555000,36.290001,33.355000,36.169998,24.644632,210154800
2006-08-01,36.154999,36.889999,34.299999,34.750000,23.677111,187720300
2006-09-01,34.880001,36.490002,34.209999,36.180000,25.038036,132945900
2006-10-01,36.320000,36.990002,35.750000,36.290001,25.114164,143373800
2006-11-01,36.299999,36.950001,34.900002,35.240002,24.387510,152557700
2006-12-01,35.430000,36.160000,35.009998,35.560001,24.800318,168467400
2007-01-01,35.930000,36.639999,35.369999,35.919998,25.051384,211952100
2007-02-01,35.930000,36.360001,33.799999,34.700001,24.390766,212814000
2007-03-01,34.500000,35.570000,33.009998,34.430000,24.200983,321594000
2007-04-01,34.419998,36.490002,33.930000,35.889999,25.227222,272744000
2007-05-01,36.029999,36.490002,35.250000,36.090000,25.367805,240678600
2007-06-01,36.090000,36.470001,34.689999,35.169998,24.914698,238282500
2007-07-01,35.419998,36.009998,33.340000,33.770000,23.922930,347010100
2007-08-01,33.759998,37.990002,32.660000,36.540001,25.885210,574757900
2007-09-01,36.480000,37.990002,34.709999,35.619999,25.459700,299603100
2007-10-01,35.200001,37.779999,32.660000,34.009998,24.308926,436520200
2007-11-01,33.180000,34.290001,29.290001,32.430000,23.179613,725189100
2007-12-01,32.750000,33.430000,29.500000,30.190001,21.783510,438998200
2008-01-01,30.480000,34.250000,24.379999,34.080002,24.590321,946469700
2008-02-01,33.259998,34.560001,28.750000,29.230000,21.090818,633972700
2008-03-01,29.240000,33.529999,27.100000,29.100000,21.212831,803046600
2008-04-01,30.330000,31.770000,27.080000,29.750000,21.686657,682338000
2008-05-01,29.770000,32.400002,26.629999,27.570000,20.097517,547243800
2008-06-01,27.469999,27.540001,23.459999,23.750000,17.486233,881900200
2008-07-01,23.469999,31.969999,20.459999,30.270000,22.286659,1650558200
2008-08-01,30.270000,32.070000,27.170000,30.270000,22.286659,900294300
2008-09-01,31.219999,44.750000,28.790001,37.529999,27.933037,1440024400
2008-10-01,36.980000,38.950001,25.000000,34.049999,25.342928,1562646700
2008-11-01,34.160000,35.250000,19.889999,28.889999,21.502417,1659766400
2008-12-01,28.040001,32.759998,22.570000,29.480000,22.156099,1161129200
2009-01-01,29.180000,30.469999,13.740000,18.900000,14.204554,1982060300
2009-02-01,18.410000,19.740000,8.810000,12.100000,9.093923,2904697900
2009-03-01,10.980000,17.670000,7.800000,14.240000,10.902309,4175955300
2009-04-01,13.720000,21.969999,13.650000,20.010000,15.319889,3466752800
2009-05-01,19.980000,28.450001,19.350000,25.500000,19.523100,3207485400
2009-06-01,25.760000,26.049999,21.570000,24.260000,18.613735,1694313800
2009-07-01,24.250000,25.980000,22.080000,24.459999,18.767187,1571347200
2009-08-01,24.900000,29.350000,24.870001,27.520000,21.115000,1135839100
2009-09-01,27.340000,29.559999,25.809999,28.180000,21.662188,877493500
2009-10-01,28.059999,31.530001,25.990000,27.520000,21.154840,1179369400
2009-11-01,27.860001,29.129999,26.500000,28.040001,21.554575,740587500
2009-12-01,28.150000,28.389999,25.000000,26.990000,20.784889,1251545400
2010-01-01,27.020000,29.430000,26.820000,28.430000,21.893829,1009905300
2010-02-01,28.600000,29.129999,26.370001,27.340000,21.054422,840453900
2010-03-01,27.450001,31.990000,27.150000,31.120001,24.007082,817434600
2010-04-01,31.400000,34.250000,31.129999,33.110001,25.542238,943549600
2010-05-01,33.220001,34.090000,27.440001,28.690001,22.132492,1142687200
2010-06-01,28.680000,29.480000,25.520000,25.600000,19.778782,916736600
2010-07-01,25.540001,28.770000,24.600000,27.730000,21.424433,800299500
2010-08-01,28.290001,28.580000,23.020000,23.549999,18.194931,811768100
2010-09-01,23.910000,26.959999,23.760000,25.120001,19.442493,745446900
2010-10-01,25.299999,26.580000,23.370001,26.059999,20.170040,1025608100
2010-11-01,26.030001,29.360001,25.600000,27.209999,21.060125,686309700
2010-12-01,27.580000,31.610001,27.200001,30.990000,24.032051,614774500
2011-01-01,31.299999,32.990002,30.639999,32.419998,25.140987,683995900
2011-02-01,32.610001,34.250000,30.799999,32.259998,25.016905,707641800
2011-03-01,32.340000,32.970001,29.820000,31.709999,24.627226,711238900
2011-04-01,32.090000,32.630001,28.209999,29.110001,22.658394,828884300
2011-05-01,29.340000,29.549999,27.379999,28.370001,22.082397,618422100
2011-06-01,28.360001,28.360001,25.260000,28.059999,21.930281,894779600
2011-07-01,28.080000,29.629999,26.370001,27.940001,21.836496,674137600
2011-08-01,28.370001,28.440001,22.580000,26.100000,20.398445,1181099400
2011-09-01,26.110001,26.240000,22.700001,24.120001,18.934572,894820200
2011-10-01,24.049999,27.540001,22.610001,25.910000,20.339752,988797700
2011-11-01,24.780001,26.629999,23.190001,25.860001,20.300497,717310700
2011-12-01,25.620001,27.969999,25.180000,27.559999,21.740347,600958300
2012-01-01,27.940001,31.040001,27.940001,29.209999,23.041924,707418200
2012-02-01,29.629999,31.900000,29.549999,31.290001,24.682711,574647800
2012-03-01,31.559999,34.590000,29.990000,34.139999,27.041983,697532800
2012-04-01,33.830002,34.590000,32.430000,33.419998,26.549723,511250200
2012-05-01,33.549999,34.299999,30.520000,32.049999,25.461359,636432600
2012-06-01,31.400000,33.439999,29.799999,33.439999,26.738174,638521500
2012-07-01,33.669998,34.400002,32.619999,33.810001,27.034016,494208900
2012-08-01,33.919998,34.799999,32.840000,34.029999,27.209915,414112100
2012-09-01,34.040001,36.599998,33.730000,34.529999,27.789742,528817300
2012-10-01,34.779999,36.340000,33.500000,33.689999,27.113710,605743100
2012-11-01,33.750000,34.410000,31.250000,33.009998,26.566448,444703800
2012-12-01,33.180000,35.189999,32.410000,34.180000,27.685535,465866000
2013-01-01,35.029999,35.459999,34.430000,34.830002,28.212030,524971600
2013-02-01,35.060001,35.950001,34.520000,35.080002,28.617373,461294400
2013-03-01,34.939999,38.200001,34.849998,36.990002,30.175505,443204500
2013-04-01,37.020000,38.040001,36.189999,37.980000,30.983124,468022100
2013-05-01,37.900002,41.590000,37.290001,40.549999,33.079662,461672500
2013-06-01,40.830002,41.740002,39.400002,41.270000,33.932117,433603700
2013-07-01,41.560001,44.790001,40.790001,43.500000,35.765617,457853600
2013-08-01,44.189999,44.740002,40.919998,41.080002,33.775902,321439400
2013-09-01,41.650002,43.830002,40.889999,41.320000,34.206287,366625700
2013-10-01,41.369999,43.400002,40.070000,42.689999,35.340420,426027500
2013-11-01,42.720001,44.750000,41.709999,44.020000,36.441460,315449500
2013-12-01,44.110001,45.639999,43.209999,45.400002,37.850239,325412900
2014-01-01,45.150002,46.840000,44.910000,45.340000,37.800198,387760100
2014-02-01,45.310001,46.650002,44.169998,46.419998,38.700607,303124800
2014-03-01,46.110001,49.970001,45.959999,49.740002,41.748276,367718800
2014-04-01,49.880001,50.490002,46.720001,49.639999,41.664341,374101800
2014-05-01,49.740002,50.820000,48.660000,50.779999,42.621170,283041300
2014-06-01,50.939999,53.049999,50.750000,52.560001,44.431961,291434500
2014-07-01,52.730000,53.080002,50.610001,50.900002,43.028679,350004200
2014-08-01,50.500000,51.750000,49.470001,51.439999,43.485153,243207400
2014-09-01,51.709999,53.799999,51.000000,51.869999,44.155308,272704900
2014-10-01,51.840000,53.169998,46.439999,53.090000,45.193855,438607500
2014-11-01,53.220001,54.740002,52.869999,54.480000,46.377113,238274700
2014-12-01,54.419998,55.950001,52.730000,54.820000,46.975193,356501200
2015-01-01,55.110001,55.189999,50.419998,51.919998,44.490170,388756400
2015-02-01,52.189999,55.580002,51.990002,54.790001,46.949486,278034600
2015-03-01,54.790001,56.290001,53.290001,54.400002,46.922550,348820200
2015-04-01,54.419998,55.759998,53.560001,55.099998,47.526329,309923300
2015-05-01,55.259998,56.700001,54.450001,55.959999,48.268120,266599600
2015-06-01,56.240002,58.259998,55.740002,56.240002,48.838318,362266300
2015-07-01,57.090000,58.770000,55.080002,57.869999,50.253788,300870000
2015-08-01,58.070000,58.160000,47.750000,54.029999,46.919178,439060600
2015-09-01,52.110001,53.910000,49.799999,51.349998,44.882984,409157600
2015-10-01,51.509998,55.570000,49.509998,54.139999,47.321609,353524000
2015-11-01,54.209999,56.340000,54.130001,55.099998,48.160702,268235700
2015-12-01,55.509998,56.240002,52.750000,54.360001,47.840500,340655400
2016-01-01,53.090000,53.270000,46.880001,50.230000,44.205822,472033500
2016-02-01,50.119999,50.180000,44.500000,46.919998,41.292789,473024200
2016-03-01,47.139999,50.750000,47.139999,48.360001,42.889473,395938300
2016-04-01,48.230000,51.410000,46.619999,49.980000,44.326221,376851000
2016-05-01,50.279999,51.189999,47.549999,50.720001,44.982510,363734500
2016-06-01,50.259998,51.110001,44.500000,47.330002,42.297447,460863700
2016-07-01,47.080002,49.150002,45.700001,47.970001,42.869400,353764100
2016-08-01,47.980000,50.919998,47.330002,50.799999,45.398483,356092400
2016-09-01,50.919998,51.000000,44.099998,44.279999,39.889526,760596400
2016-10-01,44.119999,46.810001,43.549999,46.009998,41.447994,586021900
2016-11-01,46.119999,54.060001,44.490002,52.919998,47.672848,672239000
2016-12-01,53.130001,58.020000,53.060001,55.110001,50.059334,514610900
2017-01-01,55.669998,57.330002,53.340000,56.330002,51.167522,433876600
2017-02-01,56.540001,59.009998,55.169998,57.880001,52.575474,302405300
2017-03-01,59.110001,59.990002,54.240002,55.660000,50.902306,395621300
2017-04-01,55.700001,56.200001,51.259998,53.840000,49.237881,413088700
2017-05-01,54.099998,55.599998,50.830002,51.139999,46.768669,397353300
2017-06-01,51.529999,56.599998,51.060001,55.410000,51.029221,407671900
2017-07-01,55.810001,56.450001,53.180000,53.939999,49.675438,323918200
2017-08-01,54.230000,54.389999,50.869999,51.070000,47.032349,394552400
2017-09-01,51.060001,55.230000,49.270000,55.150002,51.158707,375336300
2017-10-01,55.160000,56.520000,52.840000,56.139999,52.077061,375160400
2017-11-01,56.320000,57.330002,53.209999,56.470001,52.383179,368177900
2017-12-01,56.570000,62.240002,55.439999,60.669998,56.672424,422124100
2018-01-01,61.040001,66.309998,60.700001,65.779999,61.445732,362611700
2018-02-01,65.370003,66.089996,54.720001,58.410000,54.561340,601421000
2018-03-01,58.250000,58.939999,50.689999,52.410000,49.248672,463858700
2018-04-01,52.369999,53.959999,50.259998,51.959999,48.825817,435118800
2018-05-01,51.759998,56.180000,50.810001,53.990002,50.733368,402405200
2018-06-01,54.560001,57.119999,53.020000,55.439999,52.488132,387613300
2018-07-01,55.200001,59.270000,53.630001,57.290001,54.239628,413772800
2018-08-01,57.959999,59.529999,57.080002,58.480000,55.366272,374293600
2018-09-01,58.450001,59.200001,52.410000,52.560001,50.125626,406124000
2018-10-01,52.740002,55.009998,50.020000,53.230000,50.764595,546018500
2018-11-01,53.430000,54.630001,51.160000,54.279999,51.765961,419240800
2018-12-01,54.779999,55.040001,43.020000,46.080002,44.301289,597259600
2019-01-01,45.529999,50.540001,45.410000,48.910000,47.022049,470423300
2019-02-01,49.000000,50.230000,47.060001,49.889999,48.399033,331490100
2019-03-01,50.230000,52.419998,47.799999,48.320000,46.875950,463436000
2019-04-01,48.430000,49.680000,45.660000,48.410000,46.963261,556953700
2019-05-01,48.320000,48.849998,44.220001,44.369999,43.043995,413827600
2019-06-01,44.240002,47.700001,44.200001,47.320000,46.349609,382936800
2019-07-01,47.880001,49.570000,45.139999,48.410000,47.417255,411656700
2019-08-01,48.410000,48.639999,43.340000,46.570000,45.614986,424863900
2019-09-01,46.310001,51.410000,45.480000,50.439999,49.961849,468177600
2019-10-01,50.650002,52.360001,47.320000,51.630001,51.140572,463966700
2019-11-01,52.130001,54.750000,51.910000,54.459999,53.943741,328834800
2019-12-01,54.310001,54.439999,53.549999,53.619999,53.619999,20252700
